address
"ABI, 01000, KANGAR, PERLIS"
"KAMPUNG SUNGAI DUA, 48000, RAWANG, SELANGOR"
"KAMPUNG SUNGAI TERENTANG, 48000, RAWANG, SELANGOR"
"KAMPUNG TANJONG, 48000, RAWANG, SELANGOR"
"KAWASAN PERINDUSTRIAN RAWANG PERDANA, 48000, RAWANG, SELANGOR"
"KOMERSIAL SENTRAL (RAWANG), 48000, RAWANG, SELANGOR"
"KOTA EMERALD, 48000, RAWANG, SELANGOR"
"LADANG BUKIT RAWANG, 48000, RAWANG, SELANGOR"
"LADANG E BLOCK, 48000, RAWANG, SELANGOR"
"LADANG SHEILA, 48000, RAWANG, SELANGOR"
"LADANG WATERFALL, 48000, RAWANG, SELANGOR"
"MAJESTIC RAWANG, 48000, RAWANG, SELANGOR"
"MUTIARA RESIDENCE, 48000, RAWANG, SELANGOR"
"PANGSAPURI BAYU AMAN, 48000, RAWANG, SELANGOR"
"PLAZA RAWANG 1, 48000, RAWANG, SELANGOR"
"PUSAT KOMERSIAL ANGGUN CITY, 48000, RAWANG, SELANGOR"
"PUSAT KOMERSIAL RAWANG 1, 48000, RAWANG, SELANGOR"
"PUSAT PERNIAGAAN RAWANG MILLENIUM, 48000, RAWANG, SELANGOR"
"PUTERI HEIGHTS, 48000, RAWANG, SELANGOR"
"RAWANG INTERGRATED INDUSTRIAL PARK, 48000, RAWANG, SELANGOR"
"RAWANG TIN FIELDS, 48000, RAWANG, SELANGOR"
"RAWANG TIN, 48000, RAWANG, SELANGOR"
"RAWANG, 48000, SELANGOR"
"SERENA RESIDENCE, 48000, RAWANG, SELANGOR"
"SETIA ECO TEMPLER, 48000, RAWANG, SELANGOR"
"TAMAN ANGGUN 1, 48000, RAWANG, SELANGOR"
"TAMAN ANGGUN 3, 48000, RAWANG, SELANGOR"
"TAMAN BAYU LAGENDA, 48000, RAWANG, SELANGOR"
"TAMAN BAYU PERMAI, 48000, RAWANG, SELANGOR"
"TAMAN BERSATU, 48000, RAWANG, SELANGOR"
"TAMAN BUKIT, 48000, RAWANG, SELANGOR"
"TAMAN DAYA PERTAMA, 48000, RAWANG, SELANGOR"
"TAMAN DESA MUTIARA, 48000, RAWANG, SELANGOR"
"TAMAN DESAMAS, 48000, RAWANG, SELANGOR"
"TAMAN DOLOMITE TEMPLER, 48000, RAWANG, SELANGOR"
"TAMAN E BLOK, 48000, RAWANG, SELANGOR"
"TAMAN EHSAN IBU, 48000, RAWANG, SELANGOR"
"TAMAN GARING JAYA, 48000, RAWANG, SELANGOR"
"TAMAN GARING UTAMA, 48000, RAWANG, SELANGOR"
"TAMAN GARING, 48000, RAWANG, SELANGOR"
"TAMAN HIDAYAH (SUNGAI CHOH), 48000, RAWANG, SELANGOR"
"TAMAN HIJAU BARU, 48000, RAWANG, SELANGOR"
"TAMAN HIJAU, 48000, RAWANG, SELANGOR"
"TAMAN INDUSTRI BUKIT RAWANG JAYA, 48000, RAWANG, SELANGOR"
"TAMAN INDUSTRI PUTERI PERMAI, 48000, RAWANG, SELANGOR"
"TAMAN INDUSTRI RAWANG INDAH, 48000, RAWANG, SELANGOR"
"TAMAN JATI, 48000, RAWANG, SELANGOR"
"TAMAN KAMPUNG KENANGA, 48000, RAWANG, SELANGOR"
"TAMAN KANCING JAYA, 48000, RAWANG, SELANGOR"
"TAMAN KENANGA RESIDENCE, 48000, RAWANG, SELANGOR"
"TAMAN PELANGI, 48000, RAWANG, SELANGOR"
"TAMAN PINGGIRAN PELANGI, 48000, RAWANG, SELANGOR"
"TAMAN RAWANG IDAMAN, 48000, RAWANG, SELANGOR"
"TAMAN RAWANG JAYA, 48000, RAWANG, SELANGOR"
"TAMAN RAWANG PERDANA, 48000, RAWANG, SELANGOR"
"TAMAN RAWANG PUTRA, 48000, RAWANG, SELANGOR"
"TAMAN RAWANG TIN, 48000, RAWANG, SELANGOR"
"TAMAN RAWANG, 48000, RAWANG, SELANGOR"
"TAMAN REGENSI RAWANG, 48000, RAWANG, SELANGOR"
"TAMAN SARI, 48000, RAWANG, SELANGOR"
"TAMAN SAUJANA RAWANG, 48000, RAWANG, SELANGOR"
"TAMAN SENTOSA, 48000, RAWANG, SELANGOR"
"TAMAN SERI GARING, 48000, RAWANG, SELANGOR"
"TAMAN SERI HIJAU, 48000, RAWANG, SELANGOR"
"TAMAN SETIA JAYA, 48000, RAWANG, SELANGOR"
"TAMAN SETIA, 48000, RAWANG, SELANGOR"
"TAMAN SRI RAWANG, 48000, RAWANG, SELANGOR"
"TAMAN TASIK RESIDENSI, 48000, RAWANG, SELANGOR"
"TAMAN TASIK, 48000, RAWANG, SELANGOR"
"TAMAN TEMPLE ANGGUN, 48000, RAWANG, SELANGOR"
"TAMAN TEMPLER JHARA, 48000, RAWANG, SELANGOR"
"TAMAN TEMPLER LAGENDA, 48000, RAWANG, SELANGOR"
"TAMAN TEMPLER TAKUN, 48000, RAWANG, SELANGOR"
"TAMAN TEMPLER, 48000, RAWANG, SELANGOR"
"TAMAN TUN TEJA, 48000, RAWANG, SELANGOR"
"TAMAN VELOX, 48000, RAWANG, SELANGOR"
"TAMAN VILLA SENJA, 48000, RAWANG, SELANGOR"
"TEMPLER PARK RESORT, 48000, RAWANG, SELANGOR"
"VILLA SENJA RESIDENCE, 48000, RAWANG, SELANGOR"
"FELDA SUNGAI BUAYA, 48010, RAWANG, SELANGOR"
"SUNGAI BUAYA, 48010, RAWANG, SELANGOR"
"BANDAR TASIK PUTERI, 48020, RAWANG, SELANGOR"
"JALAN 4/19, BTP 4, 48020, RAWANG, SELANGOR"
"JALAN HIJAU, 48020, RAWANG, SELANGOR"
"KAMPUNG KUANG, 48020, RAWANG, SELANGOR"
"PANGSAPURI PERDANA PARK, 48020, RAWANG, SELANGOR"
"PINGGIRAN LEMBAH HIJAU 6, BTP 15, 48020, RAWANG, SELANGOR"
"TAMAN KUNDANG JAYA, 48020, RAWANG, SELANGOR"
"TAMAN M-RESIDENSI 2, 48020, RAWANG, SELANGOR"
"TAMAN M-RESIDENSI, 48020, RAWANG, SELANGOR"
"BUKIT NENAS, 48050, RAWANG, SELANGOR"
"JALAN PERMATA, 48050, RAWANG, SELANGOR"
"JALAN SERI 1, 48050, RAWANG, SELANGOR"
"JALAN TIJANNI 1, 48050, KUANG, SELANGOR"
"KAMPUNG BARU KUNDANG, 48050, RAWANG, SELANGOR"
"KAMPUNG BUKIT TEMPURUNG, 48050, RAWANG, SELANGOR"
"KAMPUNG CEMPEDAK, 48050, RAWANG, SELANGOR"
"KAMPUNG DAMAI, 48050, RAWANG, SELANGOR"
"KAMPUNG GOMBAK, 48050, RAWANG, SELANGOR"
"KAMPUNG PERMATA, 48050, RAWANG, SELANGOR"
"KAMPUNG SERI KUNDANG, 48050, RAWANG, SELANGOR"
"KAMPUNG SETIA, 48050, RAWANG, SELANGOR"
"KAMPUNG SUNGAI SERAI, 48050, RAWANG, SELANGOR"
"KUANG, 48050, RAWANG, SELANGOR"
"LADANG BUKIT LAGONG SATU, 48050, RAWANG, SELANGOR"
"LADANG BUKIT LAGONG, 48050, RAWANG, SELANGOR"
"LAGUNA BIRU, 48050, RAWANG, SELANGOR"
"LEBUHRAYA KL- KUALA SELANGOR, 48050, RAWANG, SELANGOR"
"LORONG BAKAWALI, 48050, RAWANG, SELANGOR"
"LORONG BAYAM, 48050, RAWANG, SELANGOR"
"LORONG BELIMBING, 48050, RAWANG, SELANGOR"
"LORONG DATO TAMBI, 48050, RAWANG, SELANGOR"
"LORONG DURIAN, 48050, RAWANG, SELANGOR"
"PENGKALAN KUNDANG, 48050, RAWANG, SELANGOR"
"TAMAN MUTIARA KUNDANG, 48050, RAWANG, SELANGOR"
"TAMAN RAHMAT JAYA, 48050, RAWANG, SELANGOR"
"TAMAN TASIK BIRU, 48050, RAWANG, SELANGOR"
"BATU ARANG, 48100, SELANGOR"
"DESA ANGGERIK, 48100, BATU ARANG, SELANGOR"
"IDAMAN PKNS SELANGORKU@KOTA PUTERI 1, 48100, BATU ARANG, SELANGOR"
"JALAN KIMIA, 48100, BATU ARANG, SELANGOR"
"JALAN PASAR, 48100, BATU ARANG, SELANGOR"
"JALAN STESYEN, 48100, BATU ARANG, SELANGOR"
"KAMPUNG MELAYU, 48100, BATU ARANG, SELANGOR"
"KAMPUNG OC 8, 48100, BATU ARANG, SELANGOR"
"KOTA PERMAI SECTION 1 HINGGA SECTION 12, 48100, BATU ARANG, SELANGOR"
"KOTA PUTERI, 48100, BATU ARANG, SELANGOR"
"LORONG MASJID, 48100, BATU ARANG, SELANGOR"
"POWER HOUSE, 48100, BATU ARANG, SELANGOR"
"SIMPAH UTARA & SELATAN, 48100, BATU ARANG, SELANGOR"
"TAMAN DAMAI, 48100, BATU ARANG, SELANGOR"
"TAMAN MUHIBBAH, 48100, BATU ARANG, SELANGOR"
"BANDAR BARU SERENDAH, 48200, SERENDAH, SELANGOR"
"DESA MELOR, 48200, SERENDAH, SELANGOR"
"EMKAY APARTMENT, 48200, SERENDAH, SELANGOR"
"EMKAY LOT BANGLOW, 48200, SERENDAH, SELANGOR"
"EMKAY SERENDAH GOLF RESORT, 48200, SERENDAH, SELANGOR"
"JALAN ANGGERIK, 48200, SERENDAH, SELANGOR"
"JALAN ANGSANA, 48200, SERENDAH, SELANGOR"
"JALAN ANTARA GAPI, 48200, SERENDAH, SELANGOR"
"JALAN BESAR, 48200, SERENDAH, SELANGOR"
"JALAN CEMPAKA, 48200, SERENDAH, SELANGOR"
"JALAN DAHLIA, 48200, SERENDAH, SELANGOR"
"JALAN ESTATE, 48200, SERENDAH, SELANGOR"
"JALAN GAPI, 48200, SERENDAH, SELANGOR"
"JALAN HOSPITAL, 48200, SERENDAH, SELANGOR"
"JALAN KEKWA, 48200, SERENDAH, SELANGOR"
"JALAN KEMPAS, 48200, SERENDAH, SELANGOR"
"JALAN KERUING, 48200, SERENDAH, SELANGOR"
"JALAN LILY, 48200, SERENDAH, SELANGOR"
"JALAN MAWAR, 48200, SERENDAH, SELANGOR"
"JALAN MELATI, 48200, SERENDAH, SELANGOR"
"JALAN MELUR, 48200, SERENDAH, SELANGOR"
"JALAN PASAR, 48200, SERENDAH, SELANGOR"
"JALAN SIANTAN 1, 48200, SERENDAH, SELANGOR"
"JALAN SIANTAN UTAMA, 48200, SERENDAH, SELANGOR"
"JALAN STESEN, 48200, SERENDAH, SELANGOR"
"JALAN TERATAI, 48200, SERENDAH, SELANGOR"
"JALAN WAYANG, 48200, SERENDAH, SELANGOR"
"KAMPUNG BARU TAMBAHAN, 48200, SERENDAH, SELANGOR"
"KAMPUNG BARU, 48200, SERENDAH, SELANGOR"
"KAMPUNG CINA, 48200, SERENDAH, SELANGOR"
"KAMPUNG DAMAI, 48200, SERENDAH, SELANGOR"
"KAMPUNG DATO HARUN TAMBAHAN, 48200, SERENDAH, SELANGOR"
"KAMPUNG DATO HARUN, 48200, SERENDAH, SELANGOR"
"KAMPUNG MELAKA, 48200, SERENDAH, SELANGOR"
"KAMPUNG ORANG ASLI ULU MELAKA, 48200, SERENDAH, SELANGOR"
"KAMPUNG ORANG ASLI, 48200, SERENDAH, SELANGOR"
"KAMPUNG SERI SERENDAH, 48200, SERENDAH, SELANGOR"
"KAMPUNG TOK PINANG TAMBAHAN, 48200, SERENDAH, SELANGOR"
"KAMPUNG TOK PINANG, 48200, SERENDAH, SELANGOR"
"KAWASAN PERINDUSTRIAN SUNGAI CHOH, 48200, SERENDAH, SELANGOR"
"LADANG SERENDAH, 48200, SERENDAH, SELANGOR"
"LADANG SUNGAI GAPI, 48200, SERENDAH, SELANGOR"
"PERSIARAN MERANTI SELATAN, 48200, SERENDAH, SELANGOR"
"PINGGIRAN TASEK KIAMBANG, 48200, SERENDAH, SELANGOR"
"RUMAH MURAH SERENDAH, 48200, SERENDAH, SELANGOR"
"SERENDAH ESTATE, 48200, SERENDAH, SELANGOR"
"SERENDAH, 48200, SELANGOR"
"SUNGAI GAPI ESTATE, 48200, SERENDAH, SELANGOR"
"TAMAN ANTARA GAPI, 48200, SERENDAH, SELANGOR"
"TAMAN CAHAYA, 48200, SERENDAH, SELANGOR"
"TAMAN CEMPAKA, 48200, SERENDAH, SELANGOR"
"TAMAN IDAMAN, 48200, SERENDAH, SELANGOR"
"TAMAN JKKK, 48200, SERENDAH, SELANGOR"
"TAMAN KIAMBANG, 48200, SERENDAH, SELANGOR"
"TAMAN LAMAN SERENDAH, 48200, SERENDAH, SELANGOR"
"TAMAN MELATI, 48200, SERENDAH, SELANGOR"
"TAMAN SERENDAH INDAH, 48200, SERENDAH, SELANGOR"
"TAMAN SERENDAH MELATI, 48200, SERENDAH, SELANGOR"
"TAMAN TERATAI, 48200, SERENDAH, SELANGOR"
"BANDAR BUKIT BERUNTUNG, 48300, RAWANG, SELANGOR"
"BUKIT BERUNTUNG, 48300, RAWANG, SELANGOR"
"BUKIT FRASER, 48300, RAWANG, SELANGOR"
"JALAN ANGGERIK, 48300, RAWANG, SELANGOR"
"JALAN BAKAWALI, 48300, RAWANG, SELANGOR"
"JALAN BUNGA DAHLIA, 48300, RAWANG, SELANGOR"
"JALAN BUNGA KENANGA, 48300, RAWANG, SELANGOR"
"JALAN BUNGA KERTAS, 48300, RAWANG, SELANGOR"
"JALAN BUNGA RAYA, 48300, RAWANG, SELANGOR"
"JALAN BUNGA ROS, 48300, RAWANG, SELANGOR"
"JALAN BUNGA TANJUNG, 48300, RAWANG, SELANGOR"
"JALAN BUNGA TELUKI, 48300, RAWANG, SELANGOR"
"JALAN BUNGA TERATAI, 48300, RAWANG, SELANGOR"
"JALAN BUNGA TULIP, 48300, RAWANG, SELANGOR"
"JALAN DAISI, 48300, RAWANG, SELANGOR"
"JALAN JASMIN, 48300, RAWANG, SELANGOR"
"JALAN JENJAROM, 48300, RAWANG, SELANGOR"
"JALAN KASTURI, 48300, RAWANG, SELANGOR"
"JALAN KELANA, 48300, RAWANG, SELANGOR"
"JALAN KEMUNTING, 48300, RAWANG, SELANGOR"
"JALAN KESUMBA, 48300, RAWANG, SELANGOR"
"JALAN MELOR, 48300, RAWANG, SELANGOR"
"JALAN SEMARAK, 48300, RAWANG, SELANGOR"
"JALAN SEROJA, 48300, RAWANG, SELANGOR"
"JALAN TELIPOT, 48300, RAWANG, SELANGOR"
"JALAN TEROMPET, 48300, RAWANG, SELANGOR"
"PERSIARAN CAMELLIA, 48300, RAWANG, SELANGOR"
"SEKSYEN BB11, 48300, RAWANG, SELANGOR"
"SEKSYEN BB2, 48300, RAWANG, SELANGOR"
"BUKIT FRASER, 49000, PAHANG"
"JALAN WIDURI, 49000, BUKIT FRASER, PAHANG"
"BANGUNAN BANGKOK BANK, 50000, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN BALAI POLIS, 50000, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN BANDAR, 50000, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN CHENG LOCK, 50000, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN HANG LEKIR, 50000, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN HANG NAADIM, 50000, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN PANGGUNG, 50000, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN PETALING, 50000, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN SANG GUNA, 50000, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN SKOLA, 50000, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN SULTAN SULAIMAN, 50000, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN SULTAN, 50000, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN TUN H.S. LEE, 50000, KUALA LUMPUR, WP KUALA LUMPUR"
"KOMPLEKS KOTA RAYA, 50000, KUALA LUMPUR, WP KUALA LUMPUR"
"LORONG BANDAR 16, 50000, KUALA LUMPUR, WP KUALA LUMPUR"
"LORONG HANG LEKIR, 50000, KUALA LUMPUR, WP KUALA LUMPUR"
"LORONG MADRAS, 50000, KUALA LUMPUR, WP KUALA LUMPUR"
"LORONG PANGGUNG, 50000, KUALA LUMPUR, WP KUALA LUMPUR"
"LORONG SANG GUNA, 50000, KUALA LUMPUR, WP KUALA LUMPUR"
"LORONG SULTAN, 50000, KUALA LUMPUR, WP KUALA LUMPUR"
"BALAI SENI LUKIS NEGARA, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"BANGUNAN BANK PERTANIAN, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"BANGUNAN CAHAYA SURIA, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"BANGUNAN LEE YAN LIAN, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"BANGUNAN STRAIT TRADING, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"CENTRAL SQUARE, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN BENTENG, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN HANG KASTURI, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN MAHKAMAH PERSEKUTUAN, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN MAHKAMAH TINGGI, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN MEDAN PASAR, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN RAJA, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN SILANG, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN SULTAN HISHAMUDDIN, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN SULTAN MOHAMMED, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN TUGU, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN TUN PERAK, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN YAP AH LOY, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"KOMPLEKS DAYABUMI, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"LEBUH PASAR BESAR, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"LEBUH PUDU, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"LORONG PUDU, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"LORONG SILANG, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"LORONG YAP AH LOY, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"MEDAN PASAR, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"MENARA MAYBANK, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"MUZIUM SEJARAH NASIONAL KUALA LUMPUR, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"PASAR BUDAYA, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"STESEN KERETAPI KUALA LUMPUR, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"YAYASAN PENCEGAHAN JENAYAH MALAYSIA, 50050, KUALA LUMPUR, WP KUALA LUMPUR"
"BINJAI ON THE PARK, 50088, KUALA LUMPUR, WP KUALA LUMPUR"
"KUALA LUMPUR CITY CENTRE (KLCC), 50088, KUALA LUMPUR, WP KUALA LUMPUR"
"MENARA BERKEMBAR PETRONAS, 50088, KUALA LUMPUR, WP KUALA LUMPUR"
"PERSIARAN KLCC, 50088, KUALA LUMPUR, WP KUALA LUMPUR"
"6 CAP SQUARE, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"BANGUNAN BANK OF TOKYO, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"BANGUNAN DATO ZAINAL, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"BANGUNAN MARA, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"CAPITAL SQUARE, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN BUNUS 1, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN BUNUS, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN DANG WANGI, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN GEREJA, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN HANG LEKIU, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN MASJID INDIA, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN MEDAN BONUS, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN MELAKA, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN MELAYU, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN MUNSHI ABDULLAH, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN TUANKU ABDUL RAHMAN, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN TUN FATIMAH, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"LEBUH AMPANG, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"LORONG AMPANG (1 - 2), 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"LORONG AMPANG, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"LORONG BUNUS (1 - 6), 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"LORONG GOMBAK, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"LORONG HANG LEKIU, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"LORONG MASJID INDIA (2 & 4), 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"LORONG MEDAN BUNUS, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"LORONG TUNKU ABDUL RAHMAN (1 - 8, 10 & 15), 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"LORONG TUNKU ABDUL RAHMAN, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"MEDAN BUNUS, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"MENARA BUMIPUTRA - COMMERCE BANK, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"MENARA MULTI PURPOSE, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"PERSIARAN CAPSQUARE, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"WISMA YAKIN, 50100, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN CHANGKAT STADIUM, 50150, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN GALLOWAY, 50150, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN HANG ISAP, 50150, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN HANG JEBAT, 50150, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN MAHARAJALELA, 50150, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN ROBERTSON, 50150, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN SIN CHEE KEE, 50150, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN STADIUM, 50150, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN WESLEY, 50150, KUALA LUMPUR, WP KUALA LUMPUR"
"LORONG HANG JEBAT, 50150, KUALA LUMPUR, WP KUALA LUMPUR"
"STADIUM CHIN WOO, 50150, KUALA LUMPUR, WP KUALA LUMPUR"
"STADIUM MERDEKA, 50150, KUALA LUMPUR, WP KUALA LUMPUR"
"STADIUM NEGARA, 50150, KUALA LUMPUR, WP KUALA LUMPUR"
"WISMA PAHLAWAN, 50150, KUALA LUMPUR, WP KUALA LUMPUR"
"BLUE BOY MANSION, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"CANGKAT BUKIT BINTANG, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"CANGKAT RAJA CHULAN, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"ISTANA PAHANG, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN ALOR, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN ANGSOKA, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN BEDARA, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN BERANGAN, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN BEREMI, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN BUKIT CEYLON, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN BUKIT KEWANGAN, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN CEYLON, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN HICKS, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN MAHKAMAH, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN MESUI, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN NAGASARI, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN PUDU LAMA, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN RAJA CHULAN, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN REMBIA, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN SAHABAT, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN TINGKAT TONG SHIN, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN TONG SHIN, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"KOMPLEKS KEWANGAN, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"LORONG CEYLON, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"LORONG SAHABAT, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"MENARA ANTARA, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"MENARA BOUSTEAD, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"MENARA BUKIT CEYLON, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"MENARA CITY, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"MENARA ING, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"MENARA REGENCY, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"PERSIARAN RAJA CHULAN, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"SATU RESIDENSI, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"TINGKAT TONG SHIN, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"VERTICAS RESIDENSI, 50200, KUALA LUMPUR, WP KUALA LUMPUR"
"BANGUNAN BANK INDUSTRI, 50250, KUALA LUMPUR, WP KUALA LUMPUR"
"BANGUNAN BANK PEMBANGUNAN, 50250, KUALA LUMPUR, WP KUALA LUMPUR"
"BANGUNAN KENANGA INTERNATIONAL, 50250, KUALA LUMPUR, WP KUALA LUMPUR"
"BANGUNAN MAS, 50250, KUALA LUMPUR, WP KUALA LUMPUR"
"CANGKAT PERAK, 50250, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN BUKIT NENAS, 50250, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN CHENDANA, 50250, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN LAW YEW SWEE, 50250, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN P. RAMLEE, 50250, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN PUNCAK, 50250, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN SULTAN ISMAIL, 50250, KUALA LUMPUR, WP KUALA LUMPUR"
"JALAN TENGAH, 50250, KUALA LUMPUR, WP KUALA LUMPUR"
"KAMPUNG CHENDANA, 50250, KUALA LUMPUR, WP KUALA LUMPUR"
"KOMPLEKS ANTARABANGSA, 50250, KUALA LUMPUR, WP KUALA LUMPUR"
"KOMPLEKS BELI-BELAH QUILL, 50250, KUALA LUMPUR, WP KUALA LUMPUR"
"LORONG P. RAMLEE, 50250, KUALA LUMPUR, WP KUALA LUMPUR"
