address
"JALAN KELAB, 35000, TAPAH, PERAK"
"KM2 JLN TAMPIN, 72000, KUALA PILAH, NEGERI SEMBILAN"
"KM3,JALAN PANTAI, 71000, PORT DICKSON, NEGERI SEMBILAN"
"JALAN BATU HAMPAR, 71309, REMBAU, NEGERI SEMBILAN"
"JLN ZAABA, 70100, SEREMBAN, NEGERI SEMBILAN"
"JLN TAN SRI MANICKAVASAGAM, 70200, SEREMBAN, NEGERI SEMBILAN"
"JALAN LINTANG, 70000, SEREMBAN, NEGERI SEMBILAN"
"JALAN LABU LAMA, 70200, SEREMBAN, NEGERI SEMBILAN"
"JALAN KUALA PILAH, 70400, SEREMBAN, NEGERI SEMBILAN"
"219-220 JALAN TEMIANG, 70200, SEREMBAN, NEGERI SEMBILAN"
"JLN HAN HUI FOONG, 70200, SEREMBAN, NEGERI SEMBILAN"
"BANDAR ENSTEK, 71760, SEREMBAN, NEGERI SEMBILAN"
"JALAN TUNKU KURSHIAH, 70400, SEREMBAN, NEGERI SEMBILAN"
"JALAN RANTAU SUNGAI GADUT, 71450, SEREMBAN, NEGERI SEMBILAN"
"JALAN RAJA MUDA SERTING, 72100, BAHAU, NEGERI SEMBILAN"
"KM 1 JALAN SUNGAI BULOH, 72400, SIMPANG DURIAN, NEGERI SEMBILAN"
"JALAN KELAB GOLF DIRAJA SERI MENANTI, 71550, SERI MENANTI, NEGERI SEMBILAN"
"KM 30 JALAN SEREMBAN-KUALA PILAH, 71500, TANJONG IPOH, NEGERI SEMBILAN"
"KM 3, PEKAN JOHOL, 73100, JOHOL, NEGERI SEMBILAN"
"JALAN KAMPUNG GENTAM, 72000, KUALA PILAH, NEGERI SEMBILAN"
"KM2, JALAN SEREMBAN, 71150, LINGGI, NEGERI SEMBILAN"
"BT 17, JLN PANTAI, 71250, PASIR PANJANG, NEGERI SEMBILAN"
"KM 8, JALAN SEPANG, 71960, PORT DICKSON, NEGERI SEMBILAN"
"KM7, JALAN PANTAI, BAGAN PINANG, 71050, PORT DICKSON, NEGERI SEMBILAN"
"ASTANA RAJA, 71350, KOTA, NEGERI SEMBILAN"
"BT 14, JALAN BESAR LENGGENG, 71750, LENGGENG, NEGERI SEMBILAN"
"KM 11, JLN LINSUM, 71200, SEREMBAN, NEGERI SEMBILAN"
"PEKAN NILAI, 71800, NILAI, NEGERI SEMBILAN"
"BATU 10, JALAN BESAR MANTIN, 71700, MANTIN, NEGERI SEMBILAN"
"JALAN BESAR, FELDA SENDAYAN, 71950, SEREMBAN, NEGERI SEMBILAN"
"KM 2 JALAN SEREMBAN, 73000, TAMPIN, NEGERI SEMBILAN"
"JALAN TOK SULONG, 73400, GEMAS, NEGERI SEMBILAN"
"JALAN AIR KUNING, 73200, GEMENCHEH, NEGERI SEMBILAN"
"KM 28, JALAN TAMPIN GEMAS, 73200, GEMENCHEH, NEGERI SEMBILAN"
"KM 4 JALAN JUASSEH, 72100, BAHAU, NEGERI SEMBILAN"
"BATU KIKIR, 72200, BATU KIKIR, NEGERI SEMBILAN"
"JLN MASJID LAMA, 71600, KUALA KLAWANG, NEGERI SEMBILAN"
"KAMPUNG SIMPANG DURIAN, 72400, SIMPANG DURIAN, NEGERI SEMBILAN"
"KAMPUNG PASIT JALAN TAMPIN-KUALA PILAH, 73100, JOHOL, NEGERI SEMBILAN"
"BATU KIKIR, 72200, KUALA PILAH, NEGERI SEMBILAN"
"KUALA PILAH, 73100, JOHOL, NEGERI SEMBILAN"
"KM 25, JALAN PORT DICKSON - SG NIPAH, 71960, PORT DICKSON, NEGERI SEMBILAN"
"BATU 9, 71050, SI RUSA, PORT DICKSON, NEGERI SEMBILAN"
"<NA>, 71350, KOTA, NEGERI SEMBILAN"
"JALAN DATO' SEDIA RAJA, 71300, REMBAU, NEGERI SEMBILAN"
"KUALA SAWAH, 71200, RANTAU, NEGERI SEMBILAN"
"LOT 7258, 71800, NILAI, NEGERI SEMBILAN"
"KM 5, JALAN SEREMBAN KUALA PILAH, AMPANGAN, 70400, SEREMBAN, NEGERI SEMBILAN"
"KM4 JLN TAMPIN -GEMAS, 73000, TAMPIN, NEGERI SEMBILAN"
"JALAN BATU ANAM, 73400, GEMAS, NEGERI SEMBILAN"
"LOT 3222 KAMPUNG JAMBU LAPAN, 72100, BAHAU, NEGERI SEMBILAN"
"LOT 6348, 72200, BATU KIKIR, NEGERI SEMBILAN"
"KM. 3, JALAN TITI, 71600, KUALA KLAWANG, NEGERI SEMBILAN"
"JALAN BATU KIKIR, 72500, JUASSEH, NEGERI SEMBILAN"
"KM 5, JALAN SEREMBAN, 71000, PORT DICKSON, NEGERI SEMBILAN"
"JALAN DATO' RAJA MOHD DOM, 71300, REMBAU, NEGERI SEMBILAN"
"KM20, JALAN SEREMBAN TAMPIN, CHEMBONG, 71300, REMBAU, NEGERI SEMBILAN"
"KM 4 JALAN  SEREMBAN-KUALA PILAH, AMPANGAN, 70400, SEREMBAN, NEGERI SEMBILAN"
"KM 4 JALAN SEREMBAN-KUALA PILAH, AMPANGAN, 70400, SEREMBAN, NEGERI SEMBILAN"
"KILOMETER 1 JALAN SEPERI, 71400, PEDAS, NEGERI SEMBILAN"
"JALAN TUNKU KURSHIAH, 70400, SEREMBAN, NEGERI SEMBILAN"
"KM 11, JLN LABU, 71900, LABU, NEGERI SEMBILAN"
"KM 1 JALAN BATU KIKIR, 72200, BATU KIKIR, NEGERI SEMBILAN"
"JALAN ALMA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"BUKIT TEH, 14020, BUKIT MERTAJAM, PULAU PINANG"
"GUAR PERAHU,  KUBANG SEMANG, 14400, BUKIT MERTAJAM, PULAU PINANG"
"JALAN BARU, 13700, PERAI, PULAU PINANG"
"CHEROK TO' KUN, 14000, BUKIT MERTAJAM, PULAU PINANG"
"SIMPANG AMPAT, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN KEBUN SIREH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"JALAN PERAI, 13600, PERAI, PULAU PINANG"
"JALAN GAJAH MATI, MACHANG BUBOK, 14020, BUKIT MERTAJAM, PULAU PINANG"
"<NA>, 14000, BUKIT MERTAJAM, PULAU PINANG"
"PERMATANG PAUH, 13500, BUKIT MERTAJAM, PULAU PINANG"
"PERMATANG PAUH, 13500, PERMATANG PAUH, PULAU PINANG"
"PERMATANG PAUH, 13500, BUKIT MERTAJAM, PULAU PINANG"
"KUBANG SEMANG, 14400, BUKIT MERTAJAM, PULAU PINANG"
"JALAN MANGGIS, 14000, BUKIT MERTAJAM, PULAU PINANG"
"JALAN ABDUL KADIR, 14000, BUKIT MERTAJAM, PULAU PINANG"
"PERSIARAN SIAKAP, SEBERANG JAYA, 13700, PERAI, PULAU PINANG"
"LENGKOK TENGGIRI, BANDAR SEB JAYA, 13700, PERAI, PULAU PINANG"
"TINGKAT KIKIK 2, TAMAN INDERAWASIH, 13600, PERAI, PULAU PINANG"
"KUBANG SEMANG, 14400, BUKIT MERTAJAM, PULAU PINANG"
"JALAN BUKIT MINYAK, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN ALMA JAYA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"JALAN BUKIT MINYAK, 14000, BUKIT MERTAJAM, PULAU PINANG"
"JALAN GUAR PERAHU, KUBANG SEMANG, 14400, BUKIT MERTAJAM, PULAU PINANG"
"BANDAR BARU PERDA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"PAUH JAYA, 13500, PERMATANG PAUH, PULAU PINANG"
"BUKIT MINYAK, 14000, BUKIT MERTAJAM, PULAU PINANG"
"JALAN MACHANG BUBOK 1, TAMAN MACHANG BUBOK, 14020, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN IMPIAN RIA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"JALAN KAMPONG MELAYU, 11500, AYER ITAM, PULAU PINANG"
"BATU FERINGGHI, 11100, GEORGETOWN, PULAU PINANG"
"JALAN PERAK, 10150, GEORGE TOWN, PULAU PINANG"
"JALAN JELUTONG, 11600, GEORGETOWN, PULAU PINANG"
"JALAN TIMAH, 10150, GEORGETOWN, PULAU PINANG"
"JALAN HUTTON, 10050, GEORGETOWN, PULAU PINANG"
"JALAN SULTAN AZLAN SHAH, 11700, GEORGETOWN, PULAU PINANG"
"JALAN SULTAN AZLAN SYAH, 11900, BAYAN LEPAS, PULAU PINANG"
"JALAN LEMBAH PERMAI, 11200, TANJUNG BUNGAH, PULAU PINANG"
"JALAN HAJI MOHD NOH, TANJONG TOKONG, 10470, GEORGETOWN, PULAU PINANG"
"JALAN 13, CHANGKAT MINDEN, 11700, GELUGOR, PULAU PINANG"
"JALAN HUTTON, 10050, GEORGETOWN, PULAU PINANG"
"JALAN HAMILTON, 11600, GEORGETOWN, PULAU PINANG"
"JALAN BUKIT GAMBIR, 11700, GELUGOR, PULAU PINANG"
"JALAN THEAN TEIK, 11500, AYER ITAM, PULAU PINANG"
"KEPALA BATAS, 13220, BUTTERWORTH, PULAU PINANG"
"BAGAN AJAM, 13000, BUTTERWORTH, PULAU PINANG"
"BAGAN JERMAL, 12300, BUTTERWORTH, PULAU PINANG"
"JALAN MENGKUANG, 12200, BUTTERWORTH, PULAU PINANG"
"BUMBONG LIMA, 13200, KEPALA BATAS, PULAU PINANG"
"KAMPONG BAHARU, 13300, TASEK GELUGUR, PULAU PINANG"
"JALAN KLINIK, KAMPUNG TO' BEDOR, 13300, TASEK GELUGOR, PULAU PINANG"
"<NA>, 13110, PENAGA, PULAU PINANG"
"BAGAN DALAM, 12100, BUTTERWORTH, PULAU PINANG"
"LAHAR KEPAR, 13200, KEPALA BATAS, PULAU PINANG"
"PADANG MENORA, 13310, TASEK GELUGOR, PULAU PINANG"
"PENAGA, 13110, KEPALA BATAS, PULAU PINANG"
"JALAN PAYA KELADI, 13200, KEPALA BATAS, PULAU PINANG"
"JALAN BAWAH, 13100, PENAGA, PULAU PINANG"
"PERMATANG BERTAM, 13200, KEPALA BATAS, PULAU PINANG"
"KG. PERMATANG BINJAI, 13100, PENAGA, PULAU PINANG"
"PERMATANG BULOH, 13220, KEPALA BATAS, PULAU PINANG"
"PERMATANG JANGGUS, 13100, PENAGA, PULAU PINANG"
"PERMATANG SINTOK, 13100, PENAGA, PULAU PINANG"
"SUNGAI DUA, 13800, BUTTERWORTH, PULAU PINANG"
"PINANG TUNGGAL, 13210, KEPALA BATAS, PULAU PINANG"
"JALAN PULAU MERTAJAM, PULAU MERTAJAM, 13110, PENAGA, PULAU PINANG"
"SUNGAI DUA, 13800, BUTTERWORTH, PULAU PINANG"
"JALAN KG BENGGALI, SUNGAI PUYU, 13020, BUTTERWORTH, PULAU PINANG"
"JALAN HASHIM AWANG, 13300, TASEK GELUGOR, PULAU PINANG"
"TELOK AYER TAWAR, 13050, BUTTERWORTH, PULAU PINANG"
"KAMPONG SELAMAT, 13300, TASEK GELUGOR, PULAU PINANG"
"JALAN TELOK AYER TAWAR, 13050, BUTTERWORTH, PULAU PINANG"
"JLN SUNGAI NYIOR, 12100, BUTTERWORTH, PULAU PINANG"
"LAHAR YOOI, 13300, TASEK GELUGOR, PULAU PINANG"
"JALAN PENGKALAN BATU, 13310, TASEK GELUGOR, PULAU PINANG"
"JALAN TIGA, 13200, KEPALA BATAS, PULAU PINANG"
"TAMAN BERTAM INDAH, 13200, KEPALA BATAS, PULAU PINANG"
"JALAN POKOK MACHANG, 13220, KEPALA BATAS, PULAU PINANG"
"PADANG TEMBUSU, 13100, PENAGA, PULAU PINANG"
"JALAN PADANG BENGGALI, TELOK AYER TAWAR, 13050, BUTTERWORTH, PULAU PINANG"
"PERSIARAN BERTAM PERDANA 2, 13200, KEPALA BATAS, PULAU PINANG"
"TAMAN SUNGAI DUA UTAMA, 13800, BUTTERWORTH, PULAU PINANG"
"BAYAN LEPAS, 11960, BAYAN LEPAS, PULAU PINANG"
"JALAN DATO ISMAIL HASHIM, 11900, BAYAN LEPAS, PULAU PINANG"
"BALIK PULAU, 11000, BALIK PULAU, PULAU PINANG"
"JALAN BALIK PULAU, 11000, BALIK PULAU, PULAU PINANG"
"JALAN BATU MAUNG, 11960, BAYAN LEPAS, PULAU PINANG"
"PULAU BETONG, 11020, BALIK PULAU, PULAU PINANG"
"JALAN DATO ISMAIL HASHIM, 11900, BAYAN LEPAS, PULAU PINANG"
"JALAN BAHARU, 11000, BALIK PULAU, PULAU PINANG"
"SUNGAI PINANG, 11010, BALIK PULAU, PULAU PINANG"
"SUNGAI RUSA, 11010, BALIK PULAU, PULAU PINANG"
"<NA>, 11050, TELUK BAHANG, PULAU PINANG"
"TELOK KUMBAR, 11920, BAYAN LEPAS, PULAU PINANG"
"TITI TERAS, 11000, BALIK PULAU, PULAU PINANG"
"BAYAN BARU, 11950, BAYAN LEPAS, PULAU PINANG"
"JALAN PAYA TERUBONG, RELAU, 11900, BAYAN LEPAS, PULAU PINANG"
"TELUK KUMBAR, 11920, BAYAN LEPAS, PULAU PINANG"
"JALAN DATO ISMAIL HASHIM, 11900, BAYAN LEPAS, PULAU PINANG"
"BALIK PULAU, 11000, BALIK PULAU, PULAU PINANG"
"SUNGAI BATU, TELUK KUMBAR, 11920, BAYAN LEPAS, PULAU PINANG"
"JALAN DAMAR LAUT INDAH, 11900, BAYAN LEPAS, PULAU PINANG"
"<NA>, 14110, SIMPANG AMPAT, PULAU PINANG"
"CHANGKAT, 14300, NIBONG TEBAL, PULAU PINANG"
"JALAN KLINIK, 14300, NIBONG TEBAL, PULAU PINANG"
"JLN. SEMPADAN, 14300, NIBONG TEBAL, PULAU PINANG"
"PULAU AMAN, 14100, SIMPANG AMPAT, PULAU PINANG"
"SUNGAI ACHEH, 14320, NIBONG TEBAL, PULAU PINANG"
"SUNGAI BAKAP, 14200, SUNGAI JAWI, PULAU PINANG"
"SUNGAI DURI, 14200, SUNGAI JAWI, PULAU PINANG"
"SG.KECHIL, 14300, NIBONG TEBAL, PULAU PINANG"
"NIBONG TEBAL, 14310, NIBONG TEBAL, PULAU PINANG"
"JALAN TASEK, 14120, SIMPANG AMPAT, PULAU PINANG"
"SUNGAI BAKAU, 14320, NIBONG TEBAL, PULAU PINANG"
"SUNGAI JAWI, 14200, SUNGAI JAWI, PULAU PINANG"
"JALAN VICTORIA, 14300, NIBONG TEBAL, PULAU PINANG"
"LOT. PT.342 MUKIM 9, JALAN TRANS KRIAN, 14300, NIBONG TEBAL, PULAU PINANG"
"JALAN PABOI, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN TANJUNG 2,BATU KAWAN, 14110, SIMPANG AMPAT, PULAU PINANG"
"JLN PUTERI GUNUNG 13, TMN PUTERI GUNUNG, 14120, SIMPANG AMPAT, PULAU PINANG"
"BANDAR TASEK MUTIARA, 14120, SIMPANG AMPAT, PULAU PINANG"
"SUNGAI BAKAP, 14200, SUNGAI JAWI, PULAU PINANG"
"JALAN KULIM, 14000, BUKIT MERTAJAM, PULAU PINANG"
"JALAN REES, 14000, BUKIT MERTAJAM, PULAU PINANG"
"JALAN BERJAYA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"JALAN KG MELAYU, 11500, AIR ITAM, PULAU PINANG"
"LORONG BATU LANCHANG, 11600, GEORGETOWN, PULAU PINANG"
"JALAN HAMILTON, 11600, GEORGETOWN, PULAU PINANG"
"LEBUH LIGHT, 10200, GEORGETOWN, PULAU PINANG"
"1A LORONG MAKTAB, 10250, GEORGETOWN, PULAU PINANG"
"JALAN PERAK, 10150, GEORGETOWN, PULAU PINANG"
"JALAN YEAP CHOR EE, 11700, GELUGOR, PULAU PINANG"
"LEBUH FARQUHAR, 10200, GEORGETOWN, PULAU PINANG"
"JALAN SULTAN AHMAD SHAH, 10050, GEORGETOWN, PULAU PINANG"
"LORONG SEKOLAH, 11600, JELUTONG, PULAU PINANG"
"JALAN RESIDENSI, 10450, GEORGETOWN, PULAU PINANG"
"42, JALAN ANSON, 10400, GEORGETOWN, PULAU PINANG"
"LEBUHRAYA PYKETT, 10400, GEORGETOWN, PULAU PINANG"
"JALAN SEKOLAH LASALLE, 11400, GEORGETOWN, PULAU PINANG"
"NO 4 JALAN BROTHER JAMES PULAU TIKUS, 10350, GEORGETOWN, PULAU PINANG"
"JALAN SULTAN AHMAD SHAH, 10050, GEORGETOWN, PULAU PINANG"
"JALAN PADANG TEMBAK, 11400, AYER ITAM, PULAU PINANG"
"JALAN BAGAN DALAM, 12100, BUTTERWORTH, PULAU PINANG"
"JALAN SUNGAI NYIOR, 12100, BUTTERWORTH, PULAU PINANG"
"JALAN SEKOLAH, 13200, KEPALA BATAS, PULAU PINANG"
"JALAN ST. MARK, 12000, BUTTERWORTH, PULAU PINANG"
"TINGKAT MAK MANDIN 2, 13400, BUTTERWORTH, PULAU PINANG"
"LORONG TIGA PERAI, 13600, PERAI, PULAU PINANG"
"JALAN TENGAH, 11950, BAYAN BARU, PULAU PINANG"
"BALIK PULAU, 11000, BALIK PULAU, PULAU PINANG"
"JALAN SG. DAUN, 14300, NIBONG TEBAL, PULAU PINANG"
"JALAN BARU, PERMATANG TINGGI, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN SEKOLAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"KUBANG SEMANG, 14400, BUKIT MERTAJAM, PULAU PINANG"
"KAMPUNG SUNGAI LEMBU, 14020, BUKIT MERTAJAM, PULAU PINANG"
"JLN BERAPIT,  BUKIT MERTAJAM, 14000, BUKIT MERTAJAM, PULAU PINANG"
"JALAN BERAPIT, 14000, BUKIT MERTAJAM, PULAU PINANG"
"PERKAMPUNGAN MACHANG BUBUK, 14020, BUKIT MERTAJAM, PULAU PINANG"
"1864, MUKIM 10, 14000, BUKIT MERTAJAM, PULAU PINANG"
"JALAN KULIM, 14000, BUKIT MERTAJAM, PULAU PINANG"
"JALAN SAMA GAGAH, 13500, PERMATANG PAUH, PULAU PINANG"
"BUKIT TENGAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"KAMPUNG PERTAMA, 13500, PERMATANG PAUH, PULAU PINANG"
"ALMA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"KAMPONG JURU, 14100, SIMPANG AMPAT, PULAU PINANG"
"PT 2946 MUKIM 10, JALAN KOTA PERMAI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"JALAN LA SALLE, 11400, GEORGETOWN, PULAU PINANG"
"2-D JALAN GOTTLIEB, 10350, GEORGETOWN, PULAU PINANG"
"93 LEBUH MUNTRI, 10200, GEORGETOWN, PULAU PINANG"
"244-P JELUTONG BARAT, 11600, GEORGETOWN, PULAU PINANG"
"279 JALAN THEAN TEIK, 11500, AYER ITAM, PULAU PINANG"
"99-A, JALAN TAN SRI TEH EWE LIM, 11600, GEORGETOWN, PULAU PINANG"
"JALAN IBBETSON, 11400, AYER ITAM, PULAU PINANG"
"2 JALAN IBBETSON, 11400, AYER ITAM, PULAU PINANG"
"421  JALAN DATUK KERAMAT, 10150, GEORGETOWN, PULAU PINANG"
"48 LEBUH KATZ, 10300, GEORGE TOWN, PULAU PINANG"
"3 JALAN LIM LEAN TENG, 11600, GEORGETOWN, PULAU PINANG"
"31 JALAN MACALISTER, 10400, GEORGETOWN, PULAU PINANG"
"JALAN BUNGA KACA PIRING, 11200, TANJUNG BUNGAH, PULAU PINANG"
"JALAN SUNGAI DUA, 11700, GELUGOR, PULAU PINANG"
"7, JALAN VAN PRAAGH, 11600, GEORGETOWN, PULAU PINANG"
"39-A, JALAN AIR ITAM, 11500, AYER ITAM, PULAU PINANG"
"611-C, JALAN BALIK PULAU, 11500, AYER ITAM, PULAU PINANG"
"JALAN PAYA TERUBONG, 11060, AYER ITAM, PULAU PINANG"
"JALAN SULTAN AZLAN SHAH, SUNGAI NIBONG, 11900, BAYAN LEPAS, PULAU PINANG"
"356 PENGKALAN WELD, 10300, GEORGETOWN, PULAU PINANG"
"356 PENGKALAN WELD, 10300, GEORGETOWN, PULAU PINANG"
"356,PENGKALAN WELD, 10300, GEORGETOWN, PULAU PINANG"
"86, JALAN TUN DR. AWANG, RELAU, 11900, BAYAN LEPAS, PULAU PINANG"
"114, LORONG PERAK, 11600, GEORGETOWN, PULAU PINANG"
"136, JALAN JELUTONG, 11600, GEORGETOWN, PULAU PINANG"
"200, JALAN BATU FERINGGI, 11100, BATU FERINGGI, PULAU PINANG"
"410A JALAN BUKIT DUMBAR, 11600, GEORGETOWN, PULAU PINANG"
"19-A  JALAN BAGAN JERMAL, 10250, GEORGETOWN, PULAU PINANG"
"725, JALAN TANJUNG BUNGA, 11200, TANJONG BUNGA, PULAU PINANG"
"72-A LOVE LANE, 10200, GEORGETOWN, PULAU PINANG"
"7, LEBUH NIPAH DUA, SG. NIBONG, 11900, BAYAN LEPAS, PULAU PINANG"
"JALAN THEAN TEIK, AYER ITAM, 11500, GEORGETOWN, PULAU PINANG"
"1, LEBUH TYE SIN, 10300, GEORGETOWN, PULAU PINANG"
"143 JALAN FREE SCHOOL, 11600, GEORGE TOWN, PULAU PINANG"
"423, JALAN DATO KERAMAT, 10150, GEORGETOWN, PULAU PINANG"
"219  JALAN  BURMA, 10050, GEORGETOWN, PULAU PINANG"
"45 LORONG MADRAS, 10400, GEORGETOWN, PULAU PINANG"
"TINGKAT MAK MANDIN DUA, 13400, BUTTERWORTH, PULAU PINANG"
"SEBERANG PERAI UTARA, 13100, PENAGA, PULAU PINANG"
"TELOK AIR TAWAR, 13050, BUTTERWORTH, PULAU PINANG"
"PINANG TUNGGAL, 13210, KEPALA BATAS, PULAU PINANG"
"JALAN DATUK HAJI AHMAD BADAWI, 13200, KEPALA BATAS, PULAU PINANG"
"JALAN KAMPUNG GAJAH, 12200, BUTTERWORTH, PULAU PINANG"
"JLN TELAGA  AIR, 12200, BUTTERWORTH, PULAU PINANG"
"JALAN BAGAN 1, TAMAN BAGAN, 13400, BUTTERWORTH, PULAU PINANG"
"SUNGAI DUA, 13800, BUTTERWORTH, PULAU PINANG"
"KUALA MUDA, 13110, PENAGA, PULAU PINANG"
"JALAN RAJA UDA, 12300, BUTTERWORTH, PULAU PINANG"
"JALAN BESAR, 13300, TASEK GELUGOR, PULAU PINANG"
"PERMATANG TENGAH, 13000, BUTTERWORTH, PULAU PINANG"
"KAMPUNG SELAMAT, 13300, TASEK GELUGOR, PULAU PINANG"
"BUMBUNG LIMA, 13200, KEPALA BATAS, PULAU PINANG"
"PERMATANG SINTOK, 13100, PENAGA, PULAU PINANG"
"JALAN SENANGIN, 13600, PERAI, PULAU PINANG"
"PANTAI ACHEH, 11010, BALIK PULAU, PULAU PINANG"
"PULAU BETONG, 11020, BALIK PULAU, PULAU PINANG"
"SUNGAI ARA, 11900, BAYAN LEPAS, PULAU PINANG"
"JALAN RELAU, 11000, BALIK PULAU, PULAU PINANG"
"JALAN SULTAN AZLAN SHAH, 11900, BAYAN LEPAS, PULAU PINANG"
"173 TELUK BAHANG, 11050, TELUK BAHANG, PULAU PINANG"
"GERTAK SANGGUL, 11910, BAYAN LEPAS, PULAU PINANG"
"JALAN UTAMA, 11000, BALIK PULAU, PULAU PINANG"
"SUNGAI PINANG, 11010, BALIK PULAU, PULAU PINANG"
"GENTING, 11000, BALIK PULAU, PULAU PINANG"
"JALAN BATU MAUNG, 11960, BAYAN LEPAS, PULAU PINANG"
"TELOK KUMBAR, 11920, BAYAN LEPAS, PULAU PINANG"
"JALAN BAHARU, 11000, BALIK PULAU, PULAU PINANG"
"KUALA SUNGAI PINANG, 11010, BALIK PULAU, PULAU PINANG"
"1677, JALAN TASEK MUTIARA 2, 14120, BANDAR TASEK MUTIARA, PULAU PINANG"
"JALAN 6, KAMPUNG VALDOR, 14200, SUNGAI JAWI, PULAU PINANG"
"JALAN BESAR, SUNGAI BAKAP, 14200, SUNGAI JAWI, PULAU PINANG"
"SG BAKAP, S PERAI (S), 14200, SUNGAI JAWI, PULAU PINANG"
"JALAN BUKIT TAMBUN, BUKIT TAMBUN, 14110, SPG  AMPAT, PULAU PINANG"
"JALAN OOI KAR SENG, 14300, NIBONG TEBAL, PULAU PINANG"
"SUNGAI UDANG, 14310, NIBONG TEBAL, PULAU PINANG"
"SIMPANG AMPAT, 14100, SIMPANG AMPAT, PULAU PINANG"
"JURU, 14100, SIMPANG AMPAT, PULAU PINANG"
"JLN BERJAYA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"JALAN ROZHAN, ALMA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"<NA>, 13700, PERAI, PULAU PINANG"
"JALAN KEBUN BUNGA, 10350, GEORGETOWN, PULAU PINANG"
"KAMPUNG BARU, 11400, AYER ITAM, PULAU PINANG"
"37 JALAN SCOTLAND, 10450, GEORGETOWN, PULAU PINANG"
"JALAN SUNGAI, 10150, GEORGETOWN, PULAU PINANG"
"CHANGKAT MINDEN JALAN 1, 11700, GELUGOR, PULAU PINANG"
"TASEK GELUGOR, 13300, TASEK GELUGOR, PULAU PINANG"
"KAMPUNG BESAR, 13300, TASEK GELUGOR, PULAU PINANG"
"KEPALA BATAS, 13200, KEPALA BATAS, PULAU PINANG"
"TINGKAT MAK MANDIN 3, 13400, BUTTERWORTH, PULAU PINANG"
"LRG PERAI UTAMA 1, TMN PRIMA PRAI, 13600, PERAI, PULAU PINANG"
"JALAN PERMATANG DAMAR LAUT, 11900, BAYAN LEPAS, PULAU PINANG"
"LORONG KENARI, TAMAN DESA RIA, SUNGAI ARA, 11900, BAYAN LEPAS, PULAU PINANG"
"LADANG BATU KAWAN, 14110, SIMPANG AMPAT, PULAU PINANG"
"LADANG BYRAM, 14300, NIBONG TEBAL, PULAU PINANG"
"JALAN OOI KAR SENG, 14300, NIBONG TEBAL, PULAU PINANG"
"LADANG CHANGKAT, 14300, NIBONG TEBAL, PULAU PINANG"
"LADANG JAWI , SUNGAI JAWI, 14200, SUNGAI BAKAP, PULAU PINANG"
"JALAN BUKIT PANCHOR, 14300, NIBONG TEBAL, PULAU PINANG"
"SUNGAI BAKAP, 14200, SUNGAI JAWI, PULAU PINANG"
"KOMPLEKS SEKOLAH WAWASAN, JALAN TASEK, 14120, SIMPANG AMPAT, PULAU PINANG"
"LADANG TRANSKRIAN, 14300, NIBONG TEBAL, PULAU PINANG"
"SUNGAI JAWI, SUNGAI BAKAP, 14200, SUNGAI BAKAP, PULAU PINANG"
"JALAN BADAK MATI, 14200, SUNGAI JAWI, PULAU PINANG"
"600H JALAN LEMBAH PERMAI, 11200, TANJUNG BUNGAH, PULAU PINANG"
"1267,JALAN ABDUL KADIR, 14000, BUKIT MERTAJAM, PULAU PINANG"
"<NA>, 13700, PERAI, PULAU PINANG"
"JALAN BERAPIT, 14000, BUKIT MERTAJAM, PULAU PINANG"
"GUAR PERAHU, 14400, BUKIT MERTAJAM, PULAU PINANG"
"LENGKOK SEMBILANG, SEBERANG JAYA, 13700, PERAI, PULAU PINANG"
"JALAN PERMATANG RAWA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"PERMATANG PAUH, 13500, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT KIKIK 8,TAMAN INDERAWASIH, 13600, PERAI, PULAU PINANG"
"JALAN BUKIT MINYAK, 14000, BUKIT MERTAJAM, PULAU PINANG"
"MENGKUANG, 14000, BUKIT MERTAJAM, PULAU PINANG"
"BUKIT MINYAK, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SEJAHTERA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"BANDAR BARU PERDA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN PAUH JAYA, 13700, PERAI, PULAU PINANG"
"JLN TUN HUSSEIN ONN, SEBERANG JAYA, 13700, PERAI, PULAU PINANG"
