mukim,state_id,district,state,postcode,locality
,,YONG PENG,JOHOR,83700,PARIT ARSHAD
,,YONG PENG,JOHOR,83700,PARIT AWANG
,,YONG PENG,JOHOR,83700,PARIT BARU
,,YONG PENG,JOHOR,83700,PARIT BAYUMAS
,,YONG PENG,JOHOR,83700,PARIT BERONG
,,YONG PENG,JOHOR,83700,PARIT HAJI ABAS
,,YONG PENG,JOHOR,83700,PARIT HAJI ABD RAHMAN
,,YONG PENG,JOHOR,83700,PARIT HAJI DAHLAN
,,YONG PENG,JOHOR,83700,PARIT HITAM KHAMIS
,,YONG PENG,JOHOR,83700,PARIT JAMBI
,,YONG PENG,JOHOR,83700,PARIT JARON
,,YONG PENG,JOHOR,83700,PARIT KERINCI
,,YONG PENG,JOHOR,83700,PARIT LINTANG
,,YONG PENG,JOHOR,83700,PARIT PAIMIN
,,YONG PENG,JOHOR,83700,PARIT SELAMAT
,,YONG PENG,JOHOR,83700,PARIT SRI TELOK
,,YONG PENG,JOHOR,83700,PARIT SURATMAN
,,YONG PENG,JOHOR,83700,PARIT YAANI
,,YONG PENG,JOHOR,83700,PARIT YOB
,,YONG PENG,JOHOR,83700,PART BERAYAN
,,YONG PENG,JOHOR,83700,PEKAN PARIT YAANI
,,YONG PENG,JOHOR,83700,SERI BENGKAL
,,YONG PENG,JOHOR,83700,SERI WANGI
,,YONG PENG,JOHOR,83700,TAMAN BCB
,,YONG PENG,JOHOR,83700,TAMAN BAHAGIA
,,YONG PENG,JOHOR,83700,TAMAN BERJAYA
,,YONG PENG,JOHOR,83700,TAMAN BERLIAN
,,YONG PENG,JOHOR,83700,TAMAN CENDERAWASIH
,,YONG PENG,JOHOR,83700,TAMAN DESA PUTIH
,,YONG PENG,JOHOR,83700,TAMAN DESA YONG PENG BAHARU
,,YONG PENG,JOHOR,83700,TAMAN DESA
,,YONG PENG,JOHOR,83700,TAMAN DURIAN
,,YONG PENG,JOHOR,83700,TAMAN INDAH
,,YONG PENG,JOHOR,83700,TAMAN JPN
,,YONG PENG,JOHOR,83700,TAMAN JELITA
,,YONG PENG,JOHOR,83700,TAMAN KOTA AMAN
,,YONG PENG,JOHOR,83700,TAMAN KOTA IMPIAN
,,YONG PENG,JOHOR,83700,TAMAN KOTA MAS
,,YONG PENG,JOHOR,83700,TAMAN KOTA WAWASAN
,,YONG PENG,JOHOR,83700,TAMAN KOTA
,,YONG PENG,JOHOR,83700,TAMAN MADU
,,YONG PENG,JOHOR,83700,TAMAN MELATI
,,YONG PENG,JOHOR,83700,TAMAN MELAWATI
,,YONG PENG,JOHOR,83700,TAMAN MELOR
,,YONG PENG,JOHOR,83700,TAMAN MEWAH
,,YONG PENG,JOHOR,83700,TAMAN MUHIBBAH
,,YONG PENG,JOHOR,83700,TAMAN PERDANA
,,YONG PENG,JOHOR,83700,TAMAN RIA
,,YONG PENG,JOHOR,83700,TAMAN SELATAN
,,YONG PENG,JOHOR,83700,TAMAN SEMBERONG BARAT
,,YONG PENG,JOHOR,83700,TAMAN SEMBERONG
,,YONG PENG,JOHOR,83700,TAMAN SERI AMAN
,,YONG PENG,JOHOR,83700,TAMAN SRI BAYU
,,YONG PENG,JOHOR,83700,TAMAN SRI BERTAM
,,YONG PENG,JOHOR,83700,TAMAN SRI RAHMAT
,,YONG PENG,JOHOR,83700,TAMAN SURIA
,,YONG PENG,JOHOR,83700,TAMAN TIMOR
,,YONG PENG,JOHOR,83700,TAMAN UTAMA
,,YONG PENG,JOHOR,83700,TAMAN WANGI
,,YONG PENG,JOHOR,83700,TAMAN YONG PENG A
,,YONG PENG,JOHOR,83700,TAMAN YONG PENG B
,,YONG PENG,JOHOR,83700,TAMAN YONG PENG JAYA
,,YONG PENG,JOHOR,83700,TAMANOKID
,,YONG PENG,JOHOR,83700,TAMANSUTERA
,,YONG PENG,JOHOR,83700,YONG PENG
,,MUAR,JOHOR,84000,AYER HITAM
,,MUAR,JOHOR,84000,BATU 12 HINGGA BATU 18 AIR HITAM
,,MUAR,JOHOR,84000,BUKIT BATU
,,MUAR,JOHOR,84000,BUKIT KUBOR
,,MUAR,JOHOR,84000,BUKIT TREH
,,MUAR,JOHOR,84000,EMPANG LIMA TANJUNG GADING
,,MUAR,JOHOR,84000,JALAN ABD. RAHMAN
,,MUAR,JOHOR,84000,JALAN ABDULLAH
,,MUAR,JOHOR,84000,JALAN AHMAD
,,MUAR,JOHOR,84000,JALAN ALI
,,MUAR,JOHOR,84000,JALAN ARAB
,,MUAR,JOHOR,84000,JALAN BAKARIAH
,,MUAR,JOHOR,84000,JALAN BAKRI (BATU 2)
,,MUAR,JOHOR,84000,JALAN BAKRI BATU 2
,,MUAR,JOHOR,84000,JALAN BAKRI
,,MUAR,JOHOR,84000,JALAN BENTAYAN
,,MUAR,JOHOR,84000,JALAN DATO AHMAD
,,MUAR,JOHOR,84000,JALAN DATO HAJI KOSAI
,,MUAR,JOHOR,84000,JALAN DATO MOHD TAHIR
,,MUAR,JOHOR,84000,JALAN DAUD
,,MUAR,JOHOR,84000,JALAN DUKU
,,MUAR,JOHOR,84000,JALAN DURIAN
,,MUAR,JOHOR,84000,JALAN HAJI ABDULLAH
,,MUAR,JOHOR,84000,JALAN HAJI JAIB
,,MUAR,JOHOR,84000,JALAN HAJI SAIRAN SABTU
,,MUAR,JOHOR,84000,JALAN HAJI TAIB
,,MUAR,JOHOR,84000,JALAN HAJI YUNOS
,,MUAR,JOHOR,84000,JALAN HASAN
,,MUAR,JOHOR,84000,JALAN HASHIM
,,MUAR,JOHOR,84000,JALAN ISMAIL
,,MUAR,JOHOR,84000,JALAN JERAM
,,MUAR,JOHOR,84000,JALAN JONED
,,MUAR,JOHOR,84000,JALAN KATIB
,,MUAR,JOHOR,84000,JALAN KESANG
,,MUAR,JOHOR,84000,JALAN KHALIDI
,,MUAR,JOHOR,84000,JALAN LAMA
,,MUAR,JOHOR,84000,JALAN MAHARANI
,,MUAR,JOHOR,84000,JALAN MAJIDI
,,MUAR,JOHOR,84000,JALAN MANGGIS
,,MUAR,JOHOR,84000,JALAN MERIAM
,,MUAR,JOHOR,84000,JALAN MOHAMADIAH
,,MUAR,JOHOR,84000,JALAN OMRI
,,MUAR,JOHOR,84000,JALAN OTHMAN
,,MUAR,JOHOR,84000,JALAN PARIT TIRAM
,,MUAR,JOHOR,84000,JALAN PETRI
,,MUAR,JOHOR,84000,JALAN PINANG
,,MUAR,JOHOR,84000,JALAN RAMBUTAN
,,MUAR,JOHOR,84000,JALAN SAKEH
,,MUAR,JOHOR,84000,JALAN SALLEH
,,MUAR,JOHOR,84000,JALAN SAYANG
,,MUAR,JOHOR,84000,JALAN SISI
,,MUAR,JOHOR,84000,JALAN SRI MUDA
,,MUAR,JOHOR,84000,JALAN SRI TANJONG
,,MUAR,JOHOR,84000,JALAN SULAIMAN
,,MUAR,JOHOR,84000,JALAN SULTAN IBRAHIM
,,MUAR,JOHOR,84000,JALAN SUNGAI ABONG
,,MUAR,JOHOR,84000,JALAN TEMENGGONG AHMAD
,,MUAR,JOHOR,84000,JALAN TERUS
,,MUAR,JOHOR,84000,JALAN TIMBALAN
,,MUAR,JOHOR,84000,JALAN TUN AMINAH
,,MUAR,JOHOR,84000,JALAN YAHYA
,,MUAR,JOHOR,84000,JALANHAJI ABU
,,MUAR,JOHOR,84000,JERAM MESJID
,,MUAR,JOHOR,84000,JERAM TEPI
,,MUAR,JOHOR,84000,KAMPUNG AYER HITAM (KM 22)
,,MUAR,JOHOR,84000,KAMPUNG BAHAGIA
,,MUAR,JOHOR,84000,KAMPUNG BARU (BAKRI)
,,MUAR,JOHOR,84000,KAMPUNG BATU 3 (JALAN MUAR)
,,MUAR,JOHOR,84000,KAMPUNG BELAKANG
,,MUAR,JOHOR,84000,KAMPUNG BUKIT BANDONG
,,MUAR,JOHOR,84000,KAMPUNG BUKIT SEKOTOK
,,MUAR,JOHOR,84000,KAMPUNG BUKIT TERIH
,,MUAR,JOHOR,84000,KAMPUNG BUKIT TREH
,,MUAR,JOHOR,84000,KAMPUNG DATO BENTARA LUAR
,,MUAR,JOHOR,84000,KAMPUNG DATO SRI AMAR DI RAJA
,,MUAR,JOHOR,84000,KAMPUNG DATO SRI AMAR DIRAJA
,,MUAR,JOHOR,84000,KAMPUNG GELAM (JALAN LAMA)
,,MUAR,JOHOR,84000,KAMPUNG JERAM MESJID
,,MUAR,JOHOR,84000,KAMPUNG JERAM TENGAH
,,MUAR,JOHOR,84000,KAMPUNG JERAM TEPI
,,MUAR,JOHOR,84000,KAMPUNG KELANTAN
,,MUAR,JOHOR,84000,KAMPUNG KENANGAN (KM 21)
,,MUAR,JOHOR,84000,KAMPUNG KENANGAN SRI MANIS
,,MUAR,JOHOR,84000,KAMPUNG KENANGAN TUN DR ISAMIL
,,MUAR,JOHOR,84000,KAMPUNG KENANGAN TUN DR ISMAIL
,,MUAR,JOHOR,84000,KAMPUNG LUBUK PUSING
,,MUAR,JOHOR,84000,KAMPUNG MELAYU
,,MUAR,JOHOR,84000,KAMPUNG PAIP PARIT BAKAR
,,MUAR,JOHOR,84000,KAMPUNG PARIT AMAL
,,MUAR,JOHOR,84000,KAMPUNG PARIT BAKAR DARAT
,,MUAR,JOHOR,84000,KAMPUNG PARIT BAKAR
,,MUAR,JOHOR,84000,KAMPUNG PARIT BESAR
,,MUAR,JOHOR,84000,KAMPUNG PARIT BUAH KERAS
,,MUAR,JOHOR,84000,KAMPUNG PARIT BUNGA LAUT
,,MUAR,JOHOR,84000,KAMPUNG PARIT HAJI YACCOB
,,MUAR,JOHOR,84000,KAMPUNG PARIT HULU
,,MUAR,JOHOR,84000,KAMPUNG PARIT KEROMA
,,MUAR,JOHOR,84000,KAMPUNG PARIT PAYONG
,,MUAR,JOHOR,84000,KAMPUNG PARIT PERUPOK
,,MUAR,JOHOR,84000,KAMPUNG PARIT RAIBAH
,,MUAR,JOHOR,84000,KAMPUNG PARIT RAJA SARI
,,MUAR,JOHOR,84000,KAMPUNG PARIT RAJA
,,MUAR,JOHOR,84000,KAMPUNG PARIT SAKAI
,,MUAR,JOHOR,84000,KAMPUNG PARIT SAMAT
,,MUAR,JOHOR,84000,KAMPUNG PARIT SETONGKAT DARAT
,,MUAR,JOHOR,84000,KAMPUNG PARIT ULU BAKRI
,,MUAR,JOHOR,84000,KAMPUNG PARIT WAHID
,,MUAR,JOHOR,84000,KAMPUNG PAYA RONGGANG
,,MUAR,JOHOR,84000,KAMPUNG PENGKALAN KOTA
,,MUAR,JOHOR,84000,KAMPUNG PINANG KESANG
,,MUAR,JOHOR,84000,KAMPUNG SABAK AUR
,,MUAR,JOHOR,84000,KAMPUNG SERI BUKIT BATU
,,MUAR,JOHOR,84000,KAMPUNG SERI TANJONG
,,MUAR,JOHOR,84000,KAMPUNG SIMPANG JERAM BAKRI
,,MUAR,JOHOR,84000,KAMPUNG SUNGAI PULAI
,,MUAR,JOHOR,84000,KAMPUNG TANJONG AGAS
,,MUAR,JOHOR,84000,KAMPUNG TEMIANG
,,MUAR,JOHOR,84000,KAMPUNG TENGAH (SUNGAI ABONG)
,,MUAR,JOHOR,84000,KAMPUNG TENGAH JERAM
,,MUAR,JOHOR,84000,KESANG GATE
,,MUAR,JOHOR,84000,KESANG LAUT
,,MUAR,JOHOR,84000,KESANG
,,MUAR,JOHOR,84000,LADANG CHIN HUPP
,,MUAR,JOHOR,84000,LORONG ABD RAHMAN
,,MUAR,JOHOR,84000,LORONG ABDULLAH
,,MUAR,JOHOR,84000,LORONG AHAD
,,MUAR,JOHOR,84000,LORONG AHMAD
,,MUAR,JOHOR,84000,LORONG BELIA
,,MUAR,JOHOR,84000,LORONG BERSAMA
,,MUAR,JOHOR,84000,LORONG BUNGA
,,MUAR,JOHOR,84000,LORONG DATO SAMSU
,,MUAR,JOHOR,84000,LORONG DATO SULAIMAN
,,MUAR,JOHOR,84000,LORONG FATAH
,,MUAR,JOHOR,84000,LORONG HAJI IDRIS
,,MUAR,JOHOR,84000,LORONG HAJI JABAR
,,MUAR,JOHOR,84000,LORONG HAJI OMAR
,,MUAR,JOHOR,84000,LORONG HAJI OSMAN
,,MUAR,JOHOR,84000,LORONG HAJI RAIS
,,MUAR,JOHOR,84000,LORONG HAJI SHAMSUDDIN
,,MUAR,JOHOR,84000,LORONG HAJI SIMON
,,MUAR,JOHOR,84000,LORONG HAJJAH MANIS
,,MUAR,JOHOR,84000,LORONG HASSAN NANDONG
,,MUAR,JOHOR,84000,LORONG HEDRAH
,,MUAR,JOHOR,84000,LORONG INTAN
,,MUAR,JOHOR,84000,LORONG ISNIN
,,MUAR,JOHOR,84000,LORONG JAAFAR
,,MUAR,JOHOR,84000,LORONG JOHAR
,,MUAR,JOHOR,84000,LORONG KASSIM
,,MUAR,JOHOR,84000,LORONG KENANGAN
,,MUAR,JOHOR,84000,LORONG KIM KEE
,,MUAR,JOHOR,84000,LORONG KUTTY
,,MUAR,JOHOR,84000,LORONG MAISARAH
,,MUAR,JOHOR,84000,LORONG MANAF
,,MUAR,JOHOR,84000,LORONG MAT DEROS
,,MUAR,JOHOR,84000,LORONG MAUN
,,MUAR,JOHOR,84000,LORONG MD. NOH
,,MUAR,JOHOR,84000,LORONG MD. SAID
,,MUAR,JOHOR,84000,LORONG MD. YASSIN
,,MUAR,JOHOR,84000,LORONG MOHAMADIAH
,,MUAR,JOHOR,84000,LORONG MOHD DALI
,,MUAR,JOHOR,84000,LORONG MUNIADI
,,MUAR,JOHOR,84000,LORONG NANGKA
,,MUAR,JOHOR,84000,LORONG OW BEN
,,MUAR,JOHOR,84000,LORONG PAIP
,,MUAR,JOHOR,84000,LORONG PAK SITAM
,,MUAR,JOHOR,84000,LORONG PARMAN
,,MUAR,JOHOR,84000,LORONG PENCEN
,,MUAR,JOHOR,84000,LORONG PERKASA
,,MUAR,JOHOR,84000,LORONG RAHMAT
,,MUAR,JOHOR,84000,LORONG SALEHAN
,,MUAR,JOHOR,84000,LORONG SAMAN
,,MUAR,JOHOR,84000,LORONG SAMSURI
,,MUAR,JOHOR,84000,LORONG SERKAM
,,MUAR,JOHOR,84000,LORONG SESAMA
,,MUAR,JOHOR,84000,LORONG SURAU
,,MUAR,JOHOR,84000,LORONG TAHA SHARIF
,,MUAR,JOHOR,84000,LORONG TAHIR
,,MUAR,JOHOR,84000,LORONG TEE BOON PEAH
,,MUAR,JOHOR,84000,LORONG TENGAH
,,MUAR,JOHOR,84000,LORONG WAN CHIK
,,MUAR,JOHOR,84000,LORONG WAN PERKASA
,,MUAR,JOHOR,84000,LORONG SYED ABU BAKAR
,,MUAR,JOHOR,84000,LORONGGHANI
,,MUAR,JOHOR,84000,MUAR
,,MUAR,JOHOR,84000,PANGSAPURI ANDA
,,MUAR,JOHOR,84000,PANGSAPURI AROMA PARK
,,MUAR,JOHOR,84000,PANGSAPURI EMAS
,,MUAR,JOHOR,84000,PANGSAPURI INDAH
,,MUAR,JOHOR,84000,PANGSAPURI INTAN
,,MUAR,JOHOR,84000,PANGSAPURI MUTIARA
,,MUAR,JOHOR,84000,PANGSAPURI PEMANDANGAN TANJONG
,,MUAR,JOHOR,84000,PANGSAPURI PERMATA
,,MUAR,JOHOR,84000,PANGSAPURI SRI BAKARIAH
,,MUAR,JOHOR,84000,PARIT AMAL LAUT
,,MUAR,JOHOR,84000,PARIT AMAL TENGAH
,,MUAR,JOHOR,84000,PARIT AMAL
,,MUAR,JOHOR,84000,PARIT AMAT DARAT
,,MUAR,JOHOR,84000,PARIT AMAT LAUT
,,MUAR,JOHOR,84000,PARIT AMAT
,,MUAR,JOHOR,84000,PARIT ARAB
,,MUAR,JOHOR,84000,PARIT ASAM KUMBANG LAUT
,,MUAR,JOHOR,84000,PARIT ASAM KUMBANG
,,MUAR,JOHOR,84000,PARIT BAGAN
,,MUAR,JOHOR,84000,PARIT BAKAR DARAT
,,MUAR,JOHOR,84000,PARIT BAKAR LAUT
,,MUAR,JOHOR,84000,PARIT BAKAR TENGAH
,,MUAR,JOHOR,84000,PARIT BAKAR
,,MUAR,JOHOR,84000,PARIT BELUKAR CHINA
,,MUAR,JOHOR,84000,PARIT BESAR DARAT
,,MUAR,JOHOR,84000,PARIT BESAR LAUT
,,MUAR,JOHOR,84000,PARIT BESAR
,,MUAR,JOHOR,84000,PARIT BETING
,,MUAR,JOHOR,84000,PARIT BILAL
,,MUAR,JOHOR,84000,PARIT BUAH KERAS
,,MUAR,JOHOR,84000,PARIT BUNGA
,,MUAR,JOHOR,84000,PARIT CIK MAT
,,MUAR,JOHOR,84000,PARIT FAJAR DARAT
,,MUAR,JOHOR,84000,PARIT GANTONG
,,MUAR,JOHOR,84000,PARIT HAJI BAKI
,,MUAR,JOHOR,84000,PARIT HAJI OTHMAN
,,MUAR,JOHOR,84000,PARIT IMAM DIN
,,MUAR,JOHOR,84000,PARIT ISMAIL
,,MUAR,JOHOR,84000,PARIT KANCIL
,,MUAR,JOHOR,84000,PARIT KARANG DARAT
,,MUAR,JOHOR,84000,PARIT KARANG LAUT
,,MUAR,JOHOR,84000,PARIT KEROMA LAUT
,,MUAR,JOHOR,84000,PARIT KEROMA TENGAH
,,MUAR,JOHOR,84000,PARIT KEROMA
,,MUAR,JOHOR,84000,PARIT MOHAMMED
,,MUAR,JOHOR,84000,PARIT PAJAR
,,MUAR,JOHOR,84000,PARIT PANJAR DARAT
,,MUAR,JOHOR,84000,PARIT PANJAR LAUT
,,MUAR,JOHOR,84000,PARIT PAYONG LAUT
,,MUAR,JOHOR,84000,PARIT PAYONG TENGAH
,,MUAR,JOHOR,84000,PARIT PAYONG
,,MUAR,JOHOR,84000,PARIT PELUPUK
,,MUAR,JOHOR,84000,PARIT PENGHULU IBRAHIM
,,MUAR,JOHOR,84000,PARIT PENGHULU MD ZIN
,,MUAR,JOHOR,84000,PARIT PERUPOK DARAT
,,MUAR,JOHOR,84000,PARIT PERUPOK LAUT
,,MUAR,JOHOR,84000,PARIT PERUPOK
,,MUAR,JOHOR,84000,PARIT RAIBAH LAUT
,,MUAR,JOHOR,84000,PARIT RAIBAH
,,MUAR,JOHOR,84000,PARIT RAJA LAUT
,,MUAR,JOHOR,84000,PARIT RAJA SARI
,,MUAR,JOHOR,84000,PARIT RAJA
,,MUAR,JOHOR,84000,PARIT SAKAI DARAT
,,MUAR,JOHOR,84000,PARIT SAKAI JALAN PAIP
,,MUAR,JOHOR,84000,PARIT SAKAI LAUT
,,MUAR,JOHOR,84000,PARIT SAKAI PANTAI
,,MUAR,JOHOR,84000,PARIT SAKAI
,,MUAR,JOHOR,84000,PARIT SALIM
,,MUAR,JOHOR,84000,PARIT SAMAT
,,MUAR,JOHOR,84000,PARIT SEKOYAN KESANG
,,MUAR,JOHOR,84000,PARIT SEMPADAN
,,MUAR,JOHOR,84000,PARIT SRI TANJUNG
,,MUAR,JOHOR,84000,PARIT STONGKAT
,,MUAR,JOHOR,84000,PARIT TANJONG
,,MUAR,JOHOR,84000,PARIT TIRAM
,,MUAR,JOHOR,84000,PERIT BENU
,,MUAR,JOHOR,84000,SIMPANG JERAM
,,MUAR,JOHOR,84000,SIMPANG LIMA TANJUNG GADING
,,MUAR,JOHOR,84000,SUNGAI ABONG DARAT
,,MUAR,JOHOR,84000,SUNGAI ABONG
,,MUAR,JOHOR,84000,TAMAN AGAS
,,MUAR,JOHOR,84000,TAMAN AKED JAYA
,,MUAR,JOHOR,84000,TAMAN AMAN
,,MUAR,JOHOR,84000,TAMAN ANGGERIK
,,MUAR,JOHOR,84000,TAMAN AROSA
,,MUAR,JOHOR,84000,TAMAN BAHAGIA
,,MUAR,JOHOR,84000,TAMAN BAKARIAH INDAH
,,MUAR,JOHOR,84000,TAMAN BAKARIAH
,,MUAR,JOHOR,84000,TAMAN BAKRI
,,MUAR,JOHOR,84000,TAMAN BARU PARIT ULU
,,MUAR,JOHOR,84000,TAMAN BARU
,,MUAR,JOHOR,84000,TAMAN BERKAT (1 & 2)
,,MUAR,JOHOR,84000,TAMAN BERSATU
,,MUAR,JOHOR,84000,TAMAN BETING INDAH
,,MUAR,JOHOR,84000,TAMAN BETING
,,MUAR,JOHOR,84000,TAMAN BINTANG
,,MUAR,JOHOR,84000,TAMAN BISTARI
,,MUAR,JOHOR,84000,TAMAN BUKIT TREH
,,MUAR,JOHOR,84000,TAMAN BUNGA MAWAR
,,MUAR,JOHOR,84000,TAMAN BUNGA RAYA
,,MUAR,JOHOR,84000,TAMAN BUNGA ROS
,,MUAR,JOHOR,84000,TAMAN BUNGA TANJONG
,,MUAR,JOHOR,84000,TAMAN CAHAYA INDAH
,,MUAR,JOHOR,84000,TAMAN CAHAYA
,,MUAR,JOHOR,84000,TAMAN CEMPAKA SELATAN
,,MUAR,JOHOR,84000,TAMAN CEMPAKA
,,MUAR,JOHOR,84000,TAMAN CHEW LOY
,,MUAR,JOHOR,84000,TAMAN DAMAI
,,MUAR,JOHOR,84000,TAMAN DESA BAIDURI
,,MUAR,JOHOR,84000,TAMAN DESA IMPIAN
,,MUAR,JOHOR,84000,TAMAN DESA JAYA
,,MUAR,JOHOR,84000,TAMAN DESA JERAM
,,MUAR,JOHOR,84000,TAMAN DESA KEROMA
,,MUAR,JOHOR,84000,TAMAN DESA MURNI
,,MUAR,JOHOR,84000,TAMAN DESA TEMIANG
,,MUAR,JOHOR,84000,TAMAN DESA WISMA
,,MUAR,JOHOR,84000,TAMAN DESA
,,MUAR,JOHOR,84000,TAMAN DUSUN PERMAI
,,MUAR,JOHOR,84000,TAMAN EMAS RIA 2
,,MUAR,JOHOR,84000,TAMAN ENGGANG
,,MUAR,JOHOR,84000,TAMAN FAJAR
,,MUAR,JOHOR,84000,TAMAN GADING BARU
,,MUAR,JOHOR,84000,TAMAN GADING JAYA
,,MUAR,JOHOR,84000,TAMAN GADING PERDANA
,,MUAR,JOHOR,84000,TAMAN GARUDA
,,MUAR,JOHOR,84000,TAMAN GEMILANG
,,MUAR,JOHOR,84000,TAMAN GURU
,,MUAR,JOHOR,84000,TAMAN HAJI YUNUS
,,MUAR,JOHOR,84000,TAMAN HARMONI
,,MUAR,JOHOR,84000,TAMAN IMPIANA
,,MUAR,JOHOR,84000,TAMAN INDAH (SUNGAI ABONG)
,,MUAR,JOHOR,84000,TAMAN INDAH
,,MUAR,JOHOR,84000,TAMAN INTAN SUNGAI ABONG DARAT
,,MUAR,JOHOR,84000,TAMAN JAYA
,,MUAR,JOHOR,84000,TAMAN JERAM MULIA
,,MUAR,JOHOR,84000,TAMAN JUNID DALAM
,,MUAR,JOHOR,84000,TAMAN JUNID INDAH
,,MUAR,JOHOR,84000,TAMAN JUNID PERDANA
,,MUAR,JOHOR,84000,TAMAN KEMUNING
,,MUAR,JOHOR,84000,TAMAN KENANGA
,,MUAR,JOHOR,84000,TAMAN KESANG BARU
,,MUAR,JOHOR,84000,TAMAN KESANG INDAH
,,MUAR,JOHOR,84000,TAMAN KESANG JAYA
,,MUAR,JOHOR,84000,TAMAN KESANG
,,MUAR,JOHOR,84000,TAMAN KHALIDI BAHRU
,,MUAR,JOHOR,84000,TAMAN KILAT
,,MUAR,JOHOR,84000,TAMAN KOPERASI GURU MELAYU
,,MUAR,JOHOR,84000,TAMAN LAKSAMANA
,,MUAR,JOHOR,84000,TAMAN LEMBAH PADANG
,,MUAR,JOHOR,84000,TAMAN MAHARANI AYU
,,MUAR,JOHOR,84000,TAMAN MAHARANI PROPERTY
,,MUAR,JOHOR,84000,TAMAN MAHARANI
,,MUAR,JOHOR,84000,TAMAN MAHKOTA
,,MUAR,JOHOR,84000,TAMAN MAKMUR JAYA
,,MUAR,JOHOR,84000,TAMAN MARIN
,,MUAR,JOHOR,84000,TAMAN MAS INDAH
,,MUAR,JOHOR,84000,TAMAN MAS JAYA
,,MUAR,JOHOR,84000,TAMAN MAS MERAH
,,MUAR,JOHOR,84000,TAMAN MAS RIA
,,MUAR,JOHOR,84000,TAMAN MASRIA
,,MUAR,JOHOR,84000,TAMAN MAWAR
,,MUAR,JOHOR,84000,TAMAN MEDAN
,,MUAR,JOHOR,84000,TAMAN MENANG
,,MUAR,JOHOR,84000,TAMAN MERANTI 2
,,MUAR,JOHOR,84000,TAMAN MERANTI
,,MUAR,JOHOR,84000,TAMAN MERIA
,,MUAR,JOHOR,84000,TAMAN MESRA
,,MUAR,JOHOR,84000,TAMAN METRO
,,MUAR,JOHOR,84000,TAMAN MEWAH JERAM
,,MUAR,JOHOR,84000,TAMAN MUAR
,,MUAR,JOHOR,84000,TAMAN MUHIBBAH
,,MUAR,JOHOR,84000,TAMAN MULIA (KESANG)
,,MUAR,JOHOR,84000,TAMAN MURNI
,,MUAR,JOHOR,84000,TAMAN MUTIARA
,,MUAR,JOHOR,84000,TAMAN OKID
,,MUAR,JOHOR,84000,TAMAN OPHIR
,,MUAR,JOHOR,84000,TAMAN PANDAN JAYA (SUNGAI ABONG)
,,MUAR,JOHOR,84000,TAMAN PARIT BAKAR INDAH
,,MUAR,JOHOR,84000,TAMAN PARIT BAKAR TENGAH
,,MUAR,JOHOR,84000,TAMAN PARIT BAKAR
,,MUAR,JOHOR,84000,TAMAN PARIT SETONGKAT
,,MUAR,JOHOR,84000,TAMAN PERDANA
,,MUAR,JOHOR,84000,TAMAN PERMAI
,,MUAR,JOHOR,84000,TAMAN PERMATA
,,MUAR,JOHOR,84000,TAMAN PERTAMA INDAH
,,MUAR,JOHOR,84000,TAMAN PERTAMA
,,MUAR,JOHOR,84000,TAMAN PESONA
,,MUAR,JOHOR,84000,TAMAN PESTA BARU
,,MUAR,JOHOR,84000,TAMAN PON (TANJUNG AGAS)
,,MUAR,JOHOR,84000,TAMAN PUTERA INDAH
,,MUAR,JOHOR,84000,TAMAN PUTERA MURNI
,,MUAR,JOHOR,84000,TAMAN PUTERI 1
,,MUAR,JOHOR,84000,TAMAN PUTERI
,,MUAR,JOHOR,84000,TAMAN PUTRA
,,MUAR,JOHOR,84000,TAMAN RAYA RIA
,,MUAR,JOHOR,84000,TAMAN RIA
,,MUAR,JOHOR,84000,TAMAN ROS
,,MUAR,JOHOR,84000,TAMAN ROZY
,,MUAR,JOHOR,84000,TAMAN SAKEH BARU
,,MUAR,JOHOR,84000,TAMAN SAKEH JAYA
,,MUAR,JOHOR,84000,TAMAN SAKEH
,,MUAR,JOHOR,84000,TAMAN SAUJANA 1
,,MUAR,JOHOR,84000,TAMAN SELASIH
,,MUAR,JOHOR,84000,TAMAN SELERA
,,MUAR,JOHOR,84000,TAMAN SEMANGAT
,,MUAR,JOHOR,84000,TAMAN SEMPURNA
,,MUAR,JOHOR,84000,TAMAN SENTOSA
,,MUAR,JOHOR,84000,TAMAN SERI ABONG
,,MUAR,JOHOR,84000,TAMAN SERI BAHAGIA
,,MUAR,JOHOR,84000,TAMAN SERI BAKRI
,,MUAR,JOHOR,84000,TAMAN SERI EMAS (1-4)
,,MUAR,JOHOR,84000,TAMAN SERI EMAS
,,MUAR,JOHOR,84000,TAMAN SERI GADING
,,MUAR,JOHOR,84000,TAMAN SERI INTAH
,,MUAR,JOHOR,84000,TAMAN SERI JERAM 1
,,MUAR,JOHOR,84000,TAMAN SERI JERAM 2
,,MUAR,JOHOR,84000,TAMAN SERI JERAM 3
,,MUAR,JOHOR,84000,TAMAN SERI MAHARANI
,,MUAR,JOHOR,84000,TAMAN SERI MUAR
,,MUAR,JOHOR,84000,TAMAN SERI MULIA
,,MUAR,JOHOR,84000,TAMAN SERI SAUJANA
,,MUAR,JOHOR,84000,TAMAN SERI TANJONG INDAH
,,MUAR,JOHOR,84000,TAMAN SERI TANJONG
,,MUAR,JOHOR,84000,TAMAN SERI TEMENGGONG
,,MUAR,JOHOR,84000,TAMAN SERI TERAP
,,MUAR,JOHOR,84000,TAMAN SERI UTAMA
